iter	Passed	Remaining
950	46145	2377
951	46203	2329
952	46253	2281
953	46309	2232
954	46377	2185
955	46428	2136
956	46484	2088
957	46524	2039
958	46569	1990
959	46605	1941
960	46649	1893
961	46693	1844
962	46741	1795
963	46787	1747
964	46825	1698
965	46862	1649
966	46900	1600
967	46940	1551
968	46986	1503
969	47034	1454
970	47071	1405
971	47176	1358
972	47225	1310
973	47290	1262
974	47352	1214
975	47400	1165
976	47446	1116
977	47530	1069
978	47601	1021
979	47699	973
980	47746	924
981	47792	876
982	47830	827
983	47866	778
984	47913	729
985	47950	680
986	47990	632
987	48037	583
988	48084	534
989	48121	486
990	48159	437
991	48273	389
992	48318	340
993	48377	292
994	48431	243
995	48479	194
996	48535	146
997	48603	97
998	48652	48
999	48704	0
