iter	Passed	Remaining
643	30908	17086
644	30964	17042
645	30999	16987
646	31045	16938
647	31084	16885
648	31157	16850
649	31203	16802
650	31249	16752
651	31309	16711
652	31347	16657
653	31397	16611
654	31435	16557
655	31474	16504
656	31512	16451
657	31550	16398
658	31587	16344
659	31624	16291
660	31674	16244
661	31723	16197
662	31768	16147
663	31818	16100
664	31864	16052
665	31912	16004
666	31963	15957
667	32018	15913
668	32065	15865
669	32112	15816
670	32159	15768
671	32248	15740
672	32305	15696
673	32358	15651
674	32403	15601
675	32451	15553
676	32495	15503
677	32542	15455
678	32586	15405
679	32632	15356
680	32679	15308
681	32725	15259
682	32772	15210
683	32817	15161
684	32856	15109
685	32912	15065
686	32957	15015
687	32999	14964
688	33052	14919
689	33092	14867
690	33144	14821
691	33193	14774
692	33278	14742
693	33327	14694
694	33377	14647
695	33423	14598
696	33476	14552
697	33555	14518
698	33612	14474
699	33664	14427
700	33711	14378
701	33761	14331
702	33813	14285
703	33888	14248
704	33933	14199
705	33982	14151
706	34039	14106
707	34089	14059
708	34138	14011
709	34181	13961
710	34231	13914
711	34280	13866
712	34356	13829
713	34429	13791
714	34477	13742
715	34518	13691
716	34570	13645
717	34620	13597
718	34668	13549
719	34716	13500
720	34762	13451
721	34808	13402
722	34854	13353
723	34901	13305
724	34946	13255
725	34994	13207
726	35039	13157
727	35104	13115
728	35150	13066
729	35193	13016
730	35248	12970
731	35292	12921
732	35342	12873
733	35545	12881
734	35599	12835
735	35660	12791
736	35718	12746
737	35770	12699
738	35844	12659
739	35887	12609
740	35951	12565
741	35993	12515
742	36044	12467
743	36094	12419
744	36140	12370
745	36188	12321
746	36249	12277
747	36298	12228
748	36342	12178
749	36398	12132
750	36446	12084
751	36487	12033
752	36565	11994
753	36612	11945
754	36660	11896
755	36702	11845
756	36741	11794
757	36784	11743
758	36827	11693
759	36867	11642
760	36921	11595
761	36969	11546
762	37021	11499
763	37063	11448
764	37107	11398
765	37155	11350
766	37204	11301
767	37247	11251
768	37293	11202
769	37335	11152
770	37383	11103
771	37430	11054
772	37475	11005
773	37526	10957
774	37563	10905
775	37639	10865
776	37706	10821
777	37754	10773
778	37803	10724
779	37895	10688
780	37960	10644
781	38068	10612
782	38122	10565
783	38161	10513
784	38199	10462
785	38246	10413
786	38292	10363
787	38331	10312
788	38370	10261
789	38416	10211
790	38462	10162
791	38505	10112
792	38562	10066
793	38624	10021
794	38726	9985
795	38779	9938
796	38838	9892
797	38896	9846
798	38945	9797
799	38989	9747
800	39037	9698
801	39076	9647
802	39115	9596
803	39155	9545
804	39196	9494
805	39234	9443
806	39280	9394
807	39329	9345
808	39387	9299
809	39443	9252
810	39504	9206
811	39553	9157
812	39611	9111
813	39671	9064
814	39711	9014
815	39796	8973
816	39844	8924
817	39891	8875
818	39933	8825
819	39979	8776
820	40027	8726
821	40071	8677
822	40126	8629
823	40203	8587
824	40273	8542
825	40320	8493
826	40366	8444
827	40413	8395
828	40467	8347
829	40522	8299
830	40565	8249
831	40610	8200
832	40658	8151
833	40696	8100
834	40734	8049
835	40792	8002
836	41037	7991
837	41135	7952
838	41197	7905
839	41248	7856
840	41291	7806
841	41336	7756
842	41385	7707
843	41428	7657
844	41481	7609
845	41531	7560
846	41665	7526
847	41756	7484
848	41849	7443
849	41963	7405
850	42077	7367
851	42148	7321
852	42201	7272
853	42257	7224
854	42308	7175
855	42365	7126
856	42425	7079
857	42479	7030
858	42543	6983
859	42602	6935
860	42661	6887
861	42721	6839
862	42784	6792
863	42853	6745
864	42916	6698
865	42980	6650
866	43040	6602
867	43155	6562
868	43266	6522
869	43347	6477
870	43457	6436
871	43532	6390
872	43590	6341
873	43647	6292
874	43705	6243
875	43762	6194
876	43820	6145
877	43878	6096
878	43937	6048
879	44004	6000
880	44068	5952
881	44129	5903
882	44237	5861
883	44298	5812
884	44406	5770
885	44453	5719
886	44495	5668
887	44550	5619
888	44603	5569
889	44663	5520
890	44731	5472
891	44777	5421
892	44827	5371
893	44873	5320
894	44918	5269
895	44987	5221
896	45046	5172
897	45103	5123
898	45149	5072
899	45202	5022
900	45276	4974
901	45324	4924
902	45389	4875
903	45457	4827
904	45534	4779
905	45608	4732
906	45656	4681
907	45707	4631
908	45753	4580
909	45800	4529
910	45847	4479
911	45893	4428
912	45936	4377
913	46058	4333
914	46136	4285
915	46253	4241
916	46356	4195
917	46420	4146
918	46484	4097
919	46542	4047
920	46590	3996
921	46673	3948
922	46731	3898
923	46831	3851
924	46921	3804
925	46987	3754
926	47055	3705
927	47119	3655
928	47185	3606
929	47262	3557
930	47329	3507
931	47525	3467
932	47607	3418
933	47663	3368
934	47801	3323
935	47909	3275
936	47988	3226
937	48044	3175
938	48100	3124
939	48156	3073
940	48227	3023
941	48304	2974
942	48354	2922
943	48405	2871
944	48456	2820
945	48514	2769
946	48599	2719
947	48706	2671
948	48797	2622
949	48917	2574
950	48990	2524
951	49046	2472
952	49100	2421
953	49164	2370
954	49225	2319
955	49288	2268
956	49351	2217
957	49413	2166
958	49475	2115
959	49538	2064
960	49636	2014
961	49704	1963
962	49778	1912
963	49846	1861
964	49905	1810
965	49964	1758
966	50018	1706
967	50073	1655
968	50124	1603
969	50180	1551
970	50244	1500
971	50308	1449
972	50368	1397
973	50432	1346
974	50496	1294
975	50558	1243
976	50621	1191
977	50686	1140
978	50778	1089
979	50845	1037
980	50902	985
981	50962	934
982	51007	882
983	51053	830
984	51135	778
985	51378	729
986	51552	679
987	51657	627
988	51753	575
989	51894	524
990	52228	474
991	52333	422
992	52422	369
993	52511	316
994	52643	264
995	52743	211
996	52831	158
997	52971	106
998	53067	53
999	53166	0
