iter	Logloss
0	0.6832975718
1	0.6740559687
2	0.6644069458
3	0.6563552509
4	0.6487918621
5	0.6414375115
6	0.6344632374
7	0.6280803215
8	0.6222837583
9	0.6165630661
10	0.6108645091
11	0.6054764093
12	0.6006092301
13	0.5958873774
14	0.5919079922
15	0.5870778265
16	0.5830302358
17	0.5791147655
18	0.5753969545
19	0.5718191865
20	0.5672847424
21	0.5644456479
22	0.5618741097
23	0.559016669
24	0.5561319726
25	0.5537804065
26	0.551426245
27	0.5487480479
28	0.5458326889
29	0.5437964128
30	0.5415280863
31	0.5396999672
32	0.5379434146
33	0.5359136734
34	0.5331559992
35	0.5317594273
36	0.5300191529
37	0.5286240645
38	0.526880027
39	0.5254088044
40	0.5243137284
41	0.5229476724
42	0.5213223371
43	0.5205058979
44	0.5193583901
45	0.5185001278
46	0.5173587226
47	0.516118605
48	0.5147553927
49	0.5138989342
50	0.5127355324
51	0.5118814652
52	0.5108894313
53	0.5097215513
54	0.5082524744
55	0.5069923172
56	0.506143391
57	0.5051585512
58	0.5040900131
59	0.5029377298
60	0.5020614124
61	0.5010975404
62	0.5003104924
63	0.4988376083
64	0.4978780064
65	0.4972957454
66	0.4966904726
67	0.4961558973
68	0.4956955931
69	0.4943509229
70	0.4936722917
71	0.4928821405
72	0.4917658651
73	0.4913078319
74	0.4901933164
75	0.4893600108
76	0.4888006512
77	0.4884270138
78	0.4880874698
79	0.4878154293
80	0.4873905692
81	0.4869095421
82	0.4862902245
83	0.4858445393
84	0.4853289631
85	0.4849816043
86	0.4845882961
87	0.4841627047
88	0.4837973881
89	0.4830719605
90	0.4822452686
91	0.4817740931
92	0.4811557031
93	0.4807451559
94	0.4803159372
95	0.4796794175
96	0.4789455673
97	0.4781263698
98	0.4772885481
99	0.4768389539
100	0.4764064112
101	0.4760215718
102	0.4755873444
103	0.4752984587
104	0.4749342027
105	0.4746052642
106	0.4741344577
107	0.4734935698
108	0.4731081026
109	0.4727231758
110	0.4722602869
111	0.4718736377
112	0.4713624331
113	0.4709877175
114	0.4702657417
115	0.4697849088
116	0.4693363876
117	0.4686877986
118	0.4679809271
119	0.4672716217
120	0.4670514716
121	0.466405713
122	0.4657745648
123	0.464637966
124	0.4640703033
125	0.4637934251
126	0.463332799
127	0.462892503
128	0.46262698
129	0.4622508537
130	0.4616493386
131	0.4613603486
132	0.4608275178
133	0.460355943
134	0.4600608189
135	0.4598541414
136	0.4591408478
137	0.4587069413
138	0.4580702775
139	0.4575520966
140	0.4572590662
141	0.4570242581
142	0.4566996311
143	0.4562790675
144	0.4560083653
145	0.4555984722
146	0.4554274668
147	0.4551046281
148	0.4544512437
149	0.4542486731
150	0.4540327074
151	0.453805314
152	0.4534443183
153	0.4533018928
154	0.4529623008
155	0.4525735966
156	0.4520825409
157	0.4517781901
158	0.4512099058
159	0.4508473366
160	0.4504888905
161	0.450062097
162	0.4496548034
163	0.4495148662
164	0.4492920155
165	0.4490768738
166	0.4486498502
167	0.448218789
168	0.4477915071
169	0.447657594
170	0.4473241258
171	0.4468138835
172	0.4464780041
173	0.4460277307
174	0.44564779
175	0.4452392996
176	0.4449630503
177	0.4445952633
178	0.4441813836
179	0.4437922969
180	0.4435572634
181	0.4431292857
182	0.4427168021
183	0.4423986659
184	0.4420349236
185	0.441715549
186	0.4411772016
187	0.4409264758
188	0.4406629582
189	0.4403542303
190	0.4397083564
191	0.4391075358
192	0.4385893659
193	0.4382541554
194	0.4375990644
195	0.4372000692
196	0.4366020556
197	0.4363277344
198	0.4359482635
199	0.4352321764
200	0.4349346934
201	0.4345133785
202	0.4342271755
203	0.4339893167
204	0.4335632499
205	0.4331762162
206	0.4328498326
207	0.4325233806
208	0.4322818136
209	0.4319851557
210	0.4316526118
211	0.4313007728
212	0.4310160238
213	0.430728428
214	0.430488165
215	0.4300568569
216	0.4297927828
217	0.4294819869
218	0.4290142165
219	0.4286900449
220	0.4283095228
221	0.4278414672
222	0.4275145899
223	0.4272852286
224	0.4268166751
225	0.4265647859
226	0.4262675098
227	0.4259084675
228	0.4255256362
229	0.4248427074
230	0.4245526827
231	0.4240819476
232	0.4236481071
233	0.4234243527
234	0.4230005169
235	0.4226473924
236	0.4223167775
237	0.4219150779
238	0.4216153121
239	0.4212939036
240	0.4210711323
241	0.4208775076
242	0.4202442415
243	0.4199138605
244	0.4195342065
245	0.4191165274
246	0.4186683293
247	0.4183168025
248	0.4179178091
249	0.4175557154
250	0.4172879998
251	0.4170192853
252	0.4167279876
253	0.4162731972
254	0.4159666273
255	0.4153830209
256	0.4146637472
257	0.4144225117
258	0.4140544977
259	0.4137993241
260	0.4133525194
261	0.4130166436
262	0.4127068226
263	0.4124493924
264	0.4120557922
265	0.4117091646
266	0.4114184927
267	0.4110571386
268	0.4107485519
269	0.4101836777
270	0.40981826
271	0.409511229
272	0.4085777153
273	0.4082214992
274	0.4079073652
275	0.4076387966
276	0.4071392198
277	0.406737821
278	0.4064335529
