iter	Passed	Remaining
712	38597	15536
713	38643	15478
714	38689	15421
715	38744	15367
716	38798	15313
717	38841	15255
718	38892	15199
719	38939	15143
720	38985	15086
721	39033	15029
722	39081	14973
723	39141	14921
724	39188	14864
725	39228	14805
726	39277	14749
727	39321	14691
728	39367	14634
729	39417	14578
730	39462	14521
731	39511	14465
732	39553	14407
733	39602	14351
734	39642	14292
735	39695	14238
736	39736	14179
737	39797	14128
738	39848	14073
739	39896	14017
740	39938	13959
741	39987	13904
742	40031	13846
743	40080	13791
744	40125	13734
745	40170	13677
746	40230	13625
747	40278	13569
748	40322	13512
749	40368	13456
750	40417	13400
751	40465	13345
752	40514	13289
753	40561	13233
754	40666	13196
755	40728	13145
756	40774	13088
757	40820	13032
758	40858	12973
759	40897	12914
760	40942	12858
761	40980	12799
762	41019	12741
763	41064	12684
764	41101	12625
765	41142	12568
766	41180	12509
767	41219	12451
768	41257	12393
769	41293	12334
770	41341	12279
771	41388	12223
772	41426	12165
773	41469	12108
774	41506	12050
775	41622	12014
776	41686	11963
777	41728	11907
778	41771	11850
779	41839	11800
780	41879	11743
781	41925	11687
782	41971	11631
783	42008	11573
784	42048	11516
785	42092	11460
786	42128	11402
787	42171	11345
788	42217	11290
789	42265	11235
790	42305	11177
791	42344	11120
792	42389	11065
793	42437	11010
794	42481	10954
795	42526	10898
796	42572	10843
797	42634	10792
798	42680	10736
799	42726	10681
800	42778	10627
801	42829	10573
802	42868	10516
803	42906	10459
804	42943	10402
805	42985	10346
806	43032	10291
807	43079	10236
808	43116	10179
809	43154	10122
810	43191	10065
811	43231	10009
812	43277	9954
813	43314	9897
814	43352	9840
815	43389	9783
816	43430	9728
817	43468	9671
818	43505	9614
819	43553	9560
820	43591	9504
821	43628	9447
822	43667	9391
823	43709	9336
824	43746	9279
825	43783	9223
826	43821	9167
827	43874	9113
828	43920	9059
829	43968	9005
830	44015	8951
831	44060	8896
832	44098	8840
833	44135	8784
834	44173	8728
835	44214	8673
836	44252	8617
837	44289	8561
838	44326	8506
839	44372	8451
840	44408	8395
841	44446	8340
842	44490	8285
843	44536	8231
844	44594	8180
845	44644	8126
846	44694	8073
847	44743	8020
848	44786	7965
849	44831	7911
850	45028	7884
851	45080	7830
852	45122	7776
853	45165	7721
854	45202	7666
855	45256	7613
856	45302	7559
857	45345	7504
858	45395	7451
859	45437	7396
860	45479	7342
861	45532	7289
862	45589	7237
863	45659	7187
864	45711	7134
865	45783	7084
866	45827	7030
867	45877	6976
868	45922	6922
869	45969	6869
870	46026	6816
871	46096	6766
872	46140	6712
873	46200	6660
874	46268	6609
875	46323	6557
876	46378	6504
877	46428	6451
878	46474	6397
879	46526	6344
880	46594	6293
881	46641	6239
882	46693	6187
883	46774	6137
884	46837	6086
885	46897	6034
886	46950	5981
887	46993	5927
888	47053	5875
889	47105	5822
890	47147	5767
891	47189	5713
892	47233	5659
893	47271	5604
894	47321	5551
895	47363	5497
896	47411	5444
897	47450	5389
898	47490	5335
899	47533	5281
900	47585	5228
901	47627	5174
902	47675	5121
903	47719	5067
904	47759	5013
905	47813	4960
906	47854	4906
907	47915	4854
908	47969	4802
909	48040	4751
910	48114	4700
911	48154	4646
912	48200	4592
913	48248	4539
914	48286	4485
915	48324	4431
916	48362	4377
917	48399	4323
918	48440	4269
919	48480	4215
920	48535	4163
921	48590	4110
922	48647	4058
923	48707	4006
924	48771	3954
925	48809	3900
926	48848	3846
927	48885	3792
928	48932	3739
929	48994	3687
930	49045	3634
931	49100	3582
932	49166	3530
933	49201	3476
934	49238	3423
935	49279	3369
936	49324	3316
937	49381	3264
938	49429	3211
939	49503	3159
940	49542	3106
941	49592	3053
942	49639	3000
943	49682	2947
944	49721	2893
945	49761	2840
946	49805	2787
947	49842	2733
948	49884	2680
949	49936	2628
950	49987	2575
951	50095	2525
952	50149	2473
953	50189	2420
954	50240	2367
955	50278	2314
956	50315	2260
957	50353	2207
958	50403	2154
959	50460	2102
960	50510	2049
961	50572	1997
962	50628	1945
963	50674	1892
964	50715	1839
965	50754	1786
966	50793	1733
967	50830	1680
968	50875	1627
969	50931	1575
970	50995	1523
971	51054	1470
972	51093	1417
973	51139	1365
974	51201	1312
975	51243	1260
976	51282	1207
977	51325	1154
978	51370	1101
979	51408	1049
980	51460	996
981	51505	944
982	51550	891
983	51597	838
984	51641	786
985	51680	733
986	51719	681
987	51761	628
988	51800	576
989	51837	523
990	51876	471
991	51918	418
992	51957	366
993	52009	313
994	52047	261
995	52086	209
996	52123	156
997	52163	104
998	52225	52
999	52266	0
