iter	Passed	Remaining
126	7145	49118
127	7213	49143
128	7268	49073
129	7315	48957
130	7375	48929
131	7429	48852
132	7499	48884
133	7549	48788
134	7600	48700
135	7676	48769
136	7722	48645
137	7766	48510
138	7811	48383
139	7855	48254
140	7906	48170
141	7952	48051
142	8093	48502
143	8144	48412
144	8198	48341
145	8242	48212
146	8287	48088
147	8333	47974
148	8380	47867
149	8426	47751
150	8472	47638
151	8521	47538
152	8566	47425
153	8612	47310
154	8656	47191
155	8706	47102
156	8752	46996
157	8798	46888
158	8841	46767
159	8887	46658
160	8932	46547
161	8976	46435
162	9111	46788
163	9181	46801
164	9233	46729
165	9290	46678
166	9345	46614
167	9408	46594
168	9466	46548
169	9523	46496
170	9597	46528
171	9655	46479
172	9702	46382
173	9757	46320
174	9803	46215
175	9866	46192
176	9927	46158
177	9979	46084
178	10061	46145
179	10110	46056
180	10172	46028
181	10223	45949
182	10268	45845
183	10313	45737
184	10365	45663
185	10432	45655
186	10488	45597
187	10550	45567
188	10604	45503
189	10658	45439
190	10718	45398
191	10775	45347
192	10819	45240
193	10865	45140
194	10916	45064
195	10978	45034
196	11029	44956
197	11089	44919
198	11152	44890
199	11209	44837
200	11255	44741
201	11302	44649
202	11354	44577
203	11407	44511
204	11454	44420
205	11514	44381
206	11560	44285
207	11606	44193
208	11650	44093
209	11702	44024
210	11760	43976
211	11804	43878
212	11855	43802
213	11912	43755
214	11959	43665
215	12006	43580
216	12054	43495
217	12118	43470
218	12164	43381
219	12210	43292
220	12255	43200
221	12299	43103
222	12347	43022
223	12393	42933
224	12439	42846
225	12490	42778
226	12547	42728
227	12594	42644
228	12652	42597
229	12713	42564
230	12776	42531
231	12824	42451
232	12878	42392
233	12927	42319
234	12985	42271
235	13028	42176
236	13073	42087
237	13126	42026
238	13180	41968
239	13222	41870
240	13274	41806
241	13314	41703
242	13358	41614
243	13400	41519
244	13441	41422
245	13485	41332
246	13529	41245
247	13662	41429
248	13714	41365
249	13841	41525
250	13902	41485
251	13957	41428
252	13997	41329
253	14039	41233
254	14079	41133
255	14128	41060
256	14176	40986
257	14222	40904
258	14264	40812
259	14307	40722
260	14444	40898
261	14547	40977
262	14613	40950
263	14666	40889
264	14721	40831
265	14762	40735
266	14882	40856
267	14952	40841
268	15000	40763
269	15042	40671
270	15089	40590
271	15131	40499
272	15191	40454
273	15239	40379
274	15302	40343
275	15348	40261
276	15393	40178
277	15435	40086
278	15476	39995
279	15518	39905
280	15560	39813
281	15602	39726
282	15645	39639
283	15690	39556
284	15737	39482
285	15781	39399
286	15824	39312
287	15867	39227
288	15909	39139
289	15952	39056
290	16048	39100
291	16169	39204
292	16225	39150
293	16276	39084
294	16330	39026
295	16375	38947
296	16424	38876
297	16472	38803
298	16516	38723
299	16559	38639
300	16602	38554
301	16714	38630
302	16764	38564
303	16810	38487
304	16860	38420
305	16911	38355
306	16965	38295
307	17014	38228
308	17079	38194
309	17135	38140
310	17196	38097
311	17253	38045
312	17308	37989
313	17353	37913
314	17399	37836
315	17448	37767
316	17490	37684
317	17539	37615
318	17587	37546
319	17637	37479
320	17685	37408
321	17742	37357
322	17789	37287
323	17840	37222
324	17885	37147
325	17946	37104
326	17994	37035
327	18044	36968
328	18092	36900
329	18146	36842
330	18193	36771
331	18251	36723
332	18296	36648
333	18344	36580
334	18422	36570
335	18470	36501
336	18531	36458
337	18578	36386
338	18627	36321
339	18674	36250
340	18720	36178
341	18770	36114
342	18829	36066
343	18875	35995
344	18922	35925
345	18968	35853
346	19028	35808
347	19075	35738
348	19123	35672
349	19187	35633
350	19246	35586
351	19311	35550
352	19371	35505
353	19422	35444
354	19472	35380
355	19525	35321
356	19601	35304
357	19664	35264
358	19711	35194
359	19757	35125
360	19819	35082
361	19867	35014
362	19911	34940
363	19959	34873
364	20017	34825
365	20062	34752
366	20110	34686
367	20156	34617
368	20201	34545
369	20248	34477
370	20299	34416
371	20352	34358
372	20400	34292
373	20451	34231
374	20508	34180
375	20556	34114
376	20633	34096
377	20679	34027
378	20735	33975
379	20778	33902
380	20892	33943
381	20942	33881
382	20990	33815
383	21047	33764
384	21091	33691
385	21137	33623
386	21183	33554
387	21233	33491
388	21299	33455
389	21355	33401
390	21400	33332
391	21445	33262
392	21487	33188
393	21538	33127
394	21580	33053
395	21622	32979
396	21737	33016
397	21788	32955
398	21893	32977
399	21943	32915
400	21990	32848
401	22035	32779
402	22081	32710
403	22131	32649
404	22177	32581
405	22224	32515
406	22275	32455
407	22347	32425
408	22391	32354
409	22442	32295
410	22487	32226
411	22530	32155
412	22655	32199
413	22716	32154
414	22842	32199
415	22903	32153
416	22947	32082
417	23004	32029
418	23046	31956
419	23097	31896
420	23140	31825
421	23185	31756
422	23257	31724
423	23306	31661
424	23351	31592
425	23397	31526
426	23443	31458
427	23492	31395
428	23539	31331
429	23584	31263
430	23633	31200
431	23677	31131
432	23727	31070
433	23770	31000
434	23823	30942
435	23870	30878
436	23918	30814
437	23964	30748
438	24009	30682
439	24057	30619
440	24107	30557
441	24167	30510
442	24220	30453
443	24284	30410
444	24344	30362
445	24402	30311
446	24463	30264
447	24521	30214
448	24580	30164
449	24641	30117
450	24701	30068
451	24757	30015
452	24823	29974
453	24878	29920
454	24943	29877
455	25012	29839
456	25075	29794
457	25133	29742
458	25217	29722
459	25277	29674
460	25331	29617
461	25398	29576
462	25455	29523
463	25502	29459
464	25553	29399
465	25599	29335
466	25660	29287
467	25710	29225
468	25783	29192
469	25846	29145
470	25894	29083
471	25944	29022
472	26000	28968
473	26049	28906
474	26112	28861
475	26161	28799
476	26207	28735
477	26276	28695
478	26342	28651
479	26407	28607
480	26465	28555
481	26525	28506
482	26581	28452
483	26634	28395
484	26686	28337
485	26739	28280
486	26803	28234
487	26863	28184
488	26921	28133
489	26969	28070
490	27017	28007
491	27064	27945
492	27107	27877
493	27170	27830
494	27233	27783
495	27288	27729
496	27347	27677
497	27394	27614
498	27442	27552
499	27507	27507
500	27572	27462
501	27616	27396
502	27660	27331
503	27710	27270
504	27774	27224
505	27859	27199
506	27927	27156
507	27984	27103
508	28043	27051
509	28119	27016
510	28183	26970
511	28242	26918
512	28306	26871
513	28353	26809
514	28401	26746
515	28450	26686
516	28496	26622
517	28550	26566
518	28598	26504
519	28658	26454
520	28718	26403
521	28778	26352
522	28840	26303
523	28975	26321
524	29029	26265
525	29081	26206
526	29128	26144
527	29173	26079
528	29223	26019
529	29272	25958
530	29314	25892
531	29356	25824
532	29409	25768
533	29457	25706
534	29500	25640
535	29550	25580
536	29591	25513
537	29633	25447
538	29678	25383
539	29719	25316
540	29762	25251
541	29823	25201
542	29876	25144
543	29937	25094
544	29997	25043
545	30126	25049
546	30192	25003
547	30233	24937
548	30279	24874
549	30320	24808
550	30363	24742
551	30453	24715
552	30505	24658
553	30553	24597
554	30597	24533
555	30646	24473
556	30749	24455
557	30803	24400
558	30852	24340
559	30895	24274
560	30938	24210
561	30983	24147
562	31028	24084
563	31079	24025
564	31123	23962
565	31164	23896
566	31270	23880
567	31354	23846
568	31406	23789
569	31462	23734
570	31521	23682
571	31586	23634
572	31651	23586
573	31717	23539
574	31849	23540
575	31989	23547
576	32102	23534
577	32214	23520
578	32269	23463
579	32313	23399
580	32373	23346
581	32444	23301
582	32512	23254
583	32579	23207
584	32625	23144
585	32670	23081
586	32720	23021
587	32767	22959
588	32809	22894
589	32851	22829
590	32897	22766
591	32942	22703
592	32989	22642
593	33036	22580
594	33085	22520
595	33126	22455
596	33170	22391
597	33212	22326
598	33272	22274
599	33313	22208
600	33355	22144
601	33397	22080
602	33441	22016
603	33482	21952
604	33528	21890
605	33570	21826
606	33616	21765
607	33657	21700
608	33700	21637
609	33743	21573
610	33790	21513
611	33836	21452
612	33885	21392
613	33928	21329
614	33978	21270
615	34022	21208
616	34077	21153
617	34122	21091
618	34168	21031
619	34216	20971
620	34265	20912
621	34313	20852
622	34360	20792
623	34407	20732
624	34451	20671
625	34503	20614
626	34548	20552
627	34595	20492
628	34642	20432
629	34689	20373
630	34737	20313
631	34781	20252
632	34828	20193
633	34872	20131
634	34928	20077
635	34975	20017
636	35018	19955
637	35072	19900
638	35113	19837
639	35157	19776
640	35201	19715
641	35269	19667
642	35328	19614
643	35390	19563
644	35447	19509
645	35490	19448
646	35535	19388
647	35580	19327
648	35636	19273
649	35683	19213
650	35732	19156
651	35777	19096
652	35822	19035
653	35864	18974
654	35907	18913
655	35953	18853
656	35997	18793
657	36042	18733
658	36093	18676
659	36138	18616
660	36182	18556
661	36236	18501
662	36310	18456
663	36383	18411
664	36448	18361
665	36492	18300
666	36535	18240
667	36580	18180
668	36641	18128
669	36713	18082
670	36766	18027
671	36821	17972
672	36870	17915
673	36921	17857
674	36967	17799
675	37091	17777
676	37168	17733
677	37226	17679
678	37327	17646
679	37378	17589
680	37458	17546
681	37516	17493
682	37559	17432
683	37606	17373
684	37659	17317
685	37704	17258
686	37746	17197
687	37787	17136
688	37919	17115
689	37974	17061
690	38016	17000
691	38063	16941
692	38104	16880
693	38153	16822
694	38258	16789
695	38299	16728
696	38341	16667
697	38392	16611
698	38434	16550
699	38487	16494
700	38530	16434
701	38574	16375
702	38618	16315
703	38662	16256
704	38705	16195
705	38754	16138
706	38795	16077
707	38849	16022
708	38890	15962
709	39004	15931
710	39071	15881
711	39115	15822
712	39177	15770
713	39243	15719
714	39342	15682
715	39392	15624
716	39433	15564
717	39476	15504
718	39517	15444
719	39561	15384
720	39608	15327
721	39659	15270
722	39706	15212
723	39756	15155
724	39864	15121
725	39911	15062
726	39954	15003
727	40002	14946
728	40051	14888
729	40097	14830
730	40143	14772
731	40189	14714
732	40239	14657
733	40346	14621
734	40418	14572
735	40469	14516
736	40512	14457
737	40620	14420
738	40674	14365
739	40723	14308
740	40781	14254
741	40838	14199
742	40895	14145
743	40943	14088
744	41016	14039
745	41079	13987
746	41126	13929
747	41176	13872
748	41225	13815
749	41279	13759
750	41354	13711
751	41399	13653
752	41448	13595
753	41494	13538
754	41546	13482
755	41595	13424
756	41650	13369
757	41704	13314
758	41753	13257
759	41805	13201
760	41856	13145
761	41908	13089
762	41957	13032
763	42008	12976
764	42061	12920
765	42115	12865
766	42163	12808
767	42213	12752
768	42268	12697
769	42316	12640
770	42365	12583
771	42412	12526
772	42478	12474
773	42549	12424
774	42615	12372
775	42682	12320
776	42739	12266
777	42787	12209
778	42843	12154
779	42905	12101
780	42953	12044
781	43014	11991
782	43060	11933
783	43109	11876
784	43155	11819
785	43201	11762
786	43248	11705
787	43296	11648
788	43344	11591
789	43389	11533
790	43436	11476
791	43489	11421
792	43537	11364
793	43585	11307
794	43636	11252
795	43691	11197
796	43764	11147
797	43848	11099
798	43940	11053
799	43985	10996
800	44042	10941
801	44103	10888
802	44148	10830
803	44202	10775
804	44252	10719
805	44298	10662
806	44350	10606
807	44396	10549
808	44442	10492
809	44506	10439
810	44553	10383
811	44598	10325
812	44646	10269
813	44696	10213
814	44750	10158
815	44793	10100
816	44844	10044
817	44890	9987
818	44934	9930
819	44978	9873
820	45022	9816
821	45069	9759
822	45122	9704
823	45173	9648
824	45223	9592
825	45294	9541
826	45338	9484
827	45388	9428
828	45439	9372
829	45501	9319
830	45547	9262
831	45605	9208
832	45668	9155
833	45725	9101
834	45771	9044
835	45822	8989
836	45884	8935
837	45928	8878
838	45975	8822
839	46025	8766
840	46070	8710
841	46116	8653
842	46160	8596
843	46206	8540
844	46255	8484
845	46312	8430
846	46361	8374
847	46407	8318
848	46455	8262
849	46501	8206
850	46589	8157
851	46638	8101
852	46688	8045
853	46741	7990
854	46797	7936
855	46860	7883
856	46923	7829
857	46995	7777
858	47097	7730
859	47166	7678
860	47230	7624
861	47304	7573
862	47358	7518
863	47405	7461
864	47459	7407
865	47519	7352
866	47565	7296
867	47634	7243
868	47690	7189
869	47738	7133
870	47796	7078
871	47846	7023
872	47909	6969
873	47990	6918
874	48060	6865
875	48117	6811
876	48171	6756
877	48220	6700
878	48265	6644
879	48310	6587
880	48359	6532
881	48405	6476
882	48456	6420
883	48512	6365
884	48557	6309
885	48607	6254
886	48660	6199
887	48709	6143
888	48764	6088
889	48827	6034
890	48949	5988
891	49005	5933
892	49065	5879
893	49130	5825
894	49197	5771
895	49254	5717
896	49347	5666
897	49409	5612
898	49484	5559
899	49544	5504
900	49594	5449
901	49642	5393
902	49692	5338
903	49757	5283
904	49808	5228
905	49870	5174
906	49917	5118
907	49962	5062
908	50025	5008
909	50070	4951
910	50115	4896
911	50161	4840
912	50230	4786
913	50280	4730
914	50324	4674
915	50383	4620
916	50431	4564
917	50475	4508
918	50522	4453
919	50571	4397
920	50611	4341
921	50660	4285
922	50708	4230
923	50762	4175
924	50807	4119
925	50862	4064
926	50919	4009
927	50966	3954
928	51023	3899
929	51087	3845
930	51152	3791
931	51215	3736
932	51261	3681
933	51305	3625
934	51353	3570
935	51404	3514
936	51451	3459
937	51499	3403
938	51577	3350
939	51637	3295
940	51710	3242
941	51761	3186
942	51822	3132
943	51868	3076
944	51916	3021
945	51966	2966
946	52013	2910
947	52070	2856
948	52132	2801
949	52184	2746
950	52233	2691
951	52292	2636
952	52354	2582
953	52402	2526
954	52445	2471
955	52488	2415
956	52531	2360
957	52578	2305
958	52636	2250
959	52684	2195
960	52733	2140
961	52783	2085
962	52842	2030
963	52890	1975
964	52931	1919
965	52974	1864
966	53017	1809
967	53064	1754
968	53111	1699
969	53159	1644
970	53203	1588
971	53246	1533
972	53298	1478
973	53340	1423
974	53390	1368
975	53436	1314
976	53478	1258
977	53531	1204
978	53573	1149
979	53616	1094
980	53733	1040
981	53785	985
982	53829	930
983	53870	875
984	53913	821
985	53953	766
986	54053	711
987	54181	658
988	54270	603
989	54314	548
990	54355	493
991	54409	438
992	54452	383
993	54495	328
994	54540	274
995	54588	219
996	54634	164
997	54696	109
998	54757	54
999	54804	0
